id,kategori,deger,aciklama
90683,B,219,Yok
90684,B,178,Yok
90685,D,38,Yok
90686,B,414,Yok
90687,B,406,Yok
90688,C,420,Yok
90689,C,265,Yok
90690,A,118,Yok
90691,C,242,Yok
90692,D,264,Yok
90693,D,462,Yok
90694,A,402,Yok
90695,D,320,Yok
90696,D,135,Yok
90697,B,192,Yok
90698,A,445,Yok
90699,D,217,Yok
90700,A,440,Yok
90701,D,348,Yok
90702,C,480,Yok
90703,A,169,Yok
90704,C,460,Yok
90705,A,469,Yok
90706,C,113,Yok
90707,B,401,Yok
90708,C,435,Yok
90709,D,154,Yok
90710,B,84,Yok
90711,C,306,Yok
90712,B,42,Yok
90713,B,45,Yok
90714,D,378,Yok
90715,C,100,Yok
90716,B,232,Yok
90717,D,438,Yok
90718,A,402,Yok
90719,A,284,Yok
90720,B,98,Yok
90721,B,348,Yok
90722,B,47,Yok
90723,D,308,Yok
90724,D,83,Yok
90725,C,175,Yok
90726,A,82,Yok
90727,B,81,Yok
90728,B,369,Yok
90729,D,69,Yok
90730,D,394,Yok
90731,C,158,Yok
90732,A,455,Yok
90733,B,497,Yok
90734,D,269,Yok
90735,A,438,Yok
90736,C,347,Yok
90737,A,499,Yok
90738,B,343,Yok
90739,D,132,Yok
90740,B,157,Yok
90741,A,313,Yok
90742,D,301,Yok
90743,C,11,Yok
90744,C,441,Yok
90745,D,216,Yok
90746,C,27,Yok
90747,C,354,Yok
90748,D,423,Yok
90749,B,364,Yok
90750,A,390,Yok
90751,B,401,Yok
90752,A,103,Yok
90753,A,226,Yok
90754,D,336,Yok
90755,C,90,Yok
90756,C,233,Yok
90757,A,162,Yok
90758,A,357,Yok
90759,D,381,Yok
90760,A,47,Yok
90761,B,17,Yok
90762,A,69,Yok
90763,B,287,Yok
90764,D,175,Yok
90765,A,335,Yok
90766,C,213,Yok
90767,D,102,Yok
90768,A,231,Yok
90769,A,453,Yok
90770,B,489,Yok
90771,A,273,Yok
90772,B,262,Yok
90773,B,124,Yok
90774,C,135,Yok
90775,C,483,Yok
90776,C,186,Yok
90777,D,191,Yok
90778,C,30,Yok
90779,B,64,Yok
90780,A,493,Yok
90781,B,22,Yok
90782,C,271,Yok
90783,A,159,Yok
90784,B,345,Yok
90785,A,219,Yok
90786,B,169,Yok
90787,A,135,Yok
90788,A,410,Yok
90789,C,113,Yok
90790,D,495,Yok
90791,C,407,Yok
90792,A,177,Yok
90793,A,392,Yok
90794,C,124,Yok
90795,B,49,Yok
90796,A,382,Yok
90797,B,116,Yok
90798,C,181,Yok
90799,D,132,Yok
90800,D,321,Yok
90801,A,282,Yok
90802,B,26,Yok
90803,C,25,Yok
90804,A,218,Yok
90805,D,223,Yok
90806,D,37,Yok
90807,B,439,Yok
90808,A,454,Yok
90809,B,152,Yok
90810,B,386,Yok
90811,A,112,Yok
90812,C,415,Yok
90813,D,323,Yok
90814,A,414,Yok
90815,D,340,Yok
90816,C,214,Yok
90817,D,301,Yok
90818,D,157,Yok
90819,B,238,Yok
90820,B,79,Yok
90821,B,124,Yok
90822,C,394,Yok
90823,B,282,Yok
90824,D,31,Yok
90825,D,480,Yok
90826,D,15,Yok
90827,A,348,Yok
90828,D,103,Yok
90829,B,433,Yok
90830,C,375,Yok
90831,C,468,Yok
90832,D,474,Yok
90833,D,456,Yok
90834,A,201,Yok
90835,D,294,Yok
90836,D,185,Yok
90837,D,476,Yok
90838,A,440,Yok
90839,C,437,Yok
90840,D,121,Yok
90841,C,341,Yok
90842,A,453,Yok
90843,A,386,Yok
90844,D,222,Yok
90845,A,452,Yok
90846,A,24,Yok
90847,C,200,Yok
90848,B,487,Yok
90849,C,458,Yok
90850,D,218,Yok
90851,A,39,Yok
90852,D,158,Yok
90853,C,258,Yok
90854,A,101,Yok
90855,D,157,Yok
90856,D,252,Yok
90857,C,412,Yok
90858,D,134,Yok
90859,A,353,Yok
90860,D,276,Yok
90861,A,419,Yok
90862,D,346,Yok
90863,C,305,Yok
90864,A,325,Yok
90865,D,419,Yok
90866,B,54,Yok
90867,A,111,Yok
90868,A,24,Yok
90869,A,278,Yok
90870,B,346,Yok
90871,C,215,Yok
90872,D,476,Yok
90873,B,179,Yok
90874,D,420,Yok
90875,B,87,Yok
90876,B,331,Yok
90877,D,400,Yok
90878,D,138,Yok
90879,D,94,Yok
90880,C,489,Yok
90881,A,385,Yok
90882,B,62,Yok
90883,A,50,Yok
90884,D,304,Yok
90885,D,257,Yok
90886,B,462,Yok
90887,B,329,Yok
90888,B,37,Yok
90889,B,495,Yok
90890,B,148,Yok
90891,D,383,Yok
90892,B,240,Yok
90893,C,250,Yok
90894,A,428,Yok
90895,A,470,Yok
90896,C,164,Yok
90897,B,138,Yok
90898,D,192,Yok
90899,D,124,Yok
90900,C,442,Yok
90901,C,305,Yok
90902,C,18,Yok
90903,A,256,Yok
90904,C,493,Yok
90905,D,373,Yok
90906,B,207,Yok
90907,D,372,Yok
90908,C,20,Yok
90909,D,491,Yok
90910,A,176,Yok
90911,D,15,Yok
90912,A,261,Yok
90913,B,237,Yok
90914,C,121,Yok
90915,B,332,Yok
90916,C,165,Yok
90917,B,207,Yok
90918,B,329,Yok
90919,B,145,Yok
90920,A,481,Yok
90921,A,184,Yok
90922,D,152,Yok
90923,D,257,Yok
90924,D,450,Yok
90925,C,61,Yok
90926,A,37,Yok
90927,B,449,Yok
90928,D,466,Yok
90929,A,42,Yok
90930,A,357,Yok
90931,C,339,Yok
90932,B,380,Yok
90933,A,162,Yok
90934,A,205,Yok
90935,D,424,Yok
90936,C,150,Yok
90937,C,163,Yok
90938,B,300,Yok
90939,C,400,Yok
90940,B,267,Yok
90941,B,320,Yok
90942,D,402,Yok
90943,D,192,Yok
90944,A,495,Yok
90945,D,282,Yok
90946,A,316,Yok
90947,A,253,Yok
90948,A,242,Yok
90949,A,320,Yok
90950,B,478,Yok
90951,A,38,Yok
90952,A,489,Yok
90953,A,48,Yok
90954,B,25,Yok
90955,C,45,Yok
90956,C,273,Yok
90957,A,222,Yok
90958,C,198,Yok
90959,D,239,Yok
90960,D,115,Yok
90961,D,259,Yok
90962,D,80,Yok
90963,B,406,Yok
90964,A,414,Yok
90965,B,398,Yok
90966,B,142,Yok
90967,A,178,Yok
90968,B,421,Yok
90969,A,106,Yok
90970,B,68,Yok
90971,C,436,Yok
90972,C,269,Yok
90973,D,321,Yok
90974,C,349,Yok
90975,D,46,Yok
90976,D,365,Yok
90977,D,177,Yok
90978,B,366,Yok
90979,A,495,Yok
90980,C,402,Yok
90981,A,305,Yok
90982,C,236,Yok
90983,C,425,Yok
90984,B,131,Yok
90985,C,298,Yok
90986,A,484,Yok
90987,A,127,Yok
90988,C,259,Yok
90989,A,443,Yok
90990,D,69,Yok
90991,A,175,Yok
90992,D,241,Yok
90993,D,362,Yok
90994,A,493,Yok
90995,D,97,Yok
90996,A,51,Yok
90997,A,282,Yok
90998,C,63,Yok
90999,A,379,Yok
91000,A,276,Yok
91001,C,235,Yok
91002,B,411,Yok
91003,A,478,Yok
91004,B,156,Yok
91005,B,492,Yok
91006,C,128,Yok
91007,B,92,Yok
91008,B,61,Yok
91009,D,304,Yok
91010,B,69,Yok
91011,C,136,Yok
91012,A,363,Yok
91013,D,76,Yok
91014,C,198,Yok
91015,C,433,Yok
91016,D,419,Yok
91017,D,199,Yok
91018,C,305,Yok
91019,A,356,Yok
91020,B,332,Yok
91021,A,80,Yok
91022,B,133,Yok
91023,A,12,Yok
91024,D,350,Yok
91025,D,252,Yok
91026,D,494,Yok
91027,C,411,Yok
91028,C,53,Yok
91029,B,100,Yok
91030,D,83,Yok
91031,C,268,Yok
91032,C,372,Yok
91033,D,354,Yok
91034,A,488,Yok
91035,D,106,Yok
91036,B,285,Yok
91037,D,469,Yok
91038,A,423,Yok
91039,A,235,Yok
91040,D,107,Yok
91041,C,82,Yok
91042,A,78,Yok
91043,B,225,Yok
91044,C,62,Yok
91045,B,462,Yok
91046,B,400,Yok
91047,B,298,Yok
91048,B,325,Yok
91049,A,185,Yok
91050,C,208,Yok
91051,D,374,Yok
91052,A,150,Yok
91053,C,333,Yok
91054,D,127,Yok
91055,D,475,Yok
91056,A,436,Yok
91057,C,164,Yok
91058,B,421,Yok
91059,B,59,Yok
91060,D,161,Yok
91061,A,87,Yok
91062,A,213,Yok
91063,B,402,Yok
91064,A,86,Yok
91065,A,228,Yok
91066,C,209,Yok
91067,C,339,Yok
91068,D,200,Yok
91069,C,334,Yok
91070,A,437,Yok
91071,B,490,Yok
91072,B,316,Yok
91073,B,85,Yok
91074,D,489,Yok
91075,B,315,Yok
91076,C,329,Yok
91077,C,120,Yok
91078,A,141,Yok
91079,D,18,Yok
91080,B,498,Yok
91081,A,82,Yok
91082,B,274,Yok
91083,B,374,Yok
91084,A,60,Yok
91085,C,316,Yok
91086,A,464,Yok
91087,D,385,Yok
91088,A,303,Yok
91089,B,70,Yok
91090,C,139,Yok
91091,A,195,Yok
91092,C,83,Yok
91093,C,494,Yok
91094,C,353,Yok
91095,C,304,Yok
91096,B,405,Yok
91097,B,52,Yok
91098,B,496,Yok
91099,B,384,Yok
91100,B,496,Yok
91101,D,45,Yok
91102,D,76,Yok
91103,A,140,Yok
91104,C,409,Yok
91105,D,179,Yok
91106,B,224,Yok
91107,C,10,Yok
91108,B,423,Yok
91109,B,233,Yok
91110,A,235,Yok
91111,C,242,Yok
91112,B,236,Yok
91113,B,423,Yok
91114,A,37,Yok
91115,C,361,Yok
91116,D,178,Yok
91117,C,248,Yok
91118,B,133,Yok
91119,D,413,Yok
91120,A,112,Yok
91121,A,205,Yok
91122,B,425,Yok
91123,C,473,Yok
91124,B,44,Yok
91125,C,87,Yok
91126,A,413,Yok
91127,B,429,Yok
91128,B,431,Yok
91129,D,37,Yok
91130,B,151,Yok
91131,C,460,Yok
91132,D,353,Yok
91133,C,37,Yok
91134,D,378,Yok
91135,A,464,Yok
91136,C,216,Yok
91137,C,34,Yok
91138,B,144,Yok
91139,A,33,Yok
91140,D,64,Yok
91141,D,340,Yok
91142,A,329,Yok
91143,B,122,Yok
91144,C,237,Yok
91145,C,216,Yok
91146,B,275,Yok
91147,D,102,Yok
91148,B,277,Yok
91149,C,225,Yok
91150,A,208,Yok
91151,D,166,Yok
91152,B,451,Yok
91153,C,389,Yok
91154,D,350,Yok
91155,B,357,Yok
91156,A,422,Yok
91157,D,315,Yok
91158,A,264,Yok
91159,C,441,Yok
91160,D,114,Yok
91161,A,430,Yok
91162,B,284,Yok
91163,A,258,Yok
91164,C,231,Yok
91165,B,418,Yok
91166,A,39,Yok
91167,D,193,Yok
91168,A,126,Yok
91169,D,443,Yok
91170,D,168,Yok
91171,A,160,Yok
91172,C,428,Yok
91173,D,403,Yok
91174,C,128,Yok
91175,D,450,Yok
91176,D,67,Yok
91177,A,145,Yok
91178,D,441,Yok
91179,B,61,Yok
91180,A,15,Yok
91181,B,75,Yok
91182,B,262,Yok
91183,D,65,Yok
91184,C,493,Yok
91185,A,24,Yok
91186,C,430,Yok
91187,A,34,Yok
91188,B,191,Yok
91189,D,323,Yok
91190,D,216,Yok
91191,D,273,Yok
91192,C,144,Yok
91193,D,211,Yok
91194,D,133,Yok
91195,C,409,Yok
91196,C,108,Yok
91197,D,480,Yok
91198,D,235,Yok
91199,B,268,Yok
91200,D,267,Yok
91201,C,39,Yok
91202,A,38,Yok
91203,D,194,Yok
91204,A,201,Yok
91205,D,325,Yok
91206,D,437,Yok
91207,B,402,Yok
91208,D,300,Yok
91209,C,371,Yok
91210,D,377,Yok
91211,A,289,Yok
91212,D,197,Yok
91213,C,459,Yok
91214,D,267,Yok
91215,A,28,Yok
91216,D,276,Yok
91217,B,353,Yok
91218,D,251,Yok
91219,A,281,Yok
91220,A,41,Yok
91221,A,67,Yok
91222,B,98,Yok
91223,D,190,Yok
91224,A,60,Yok
91225,B,369,Yok
91226,B,195,Yok
91227,A,336,Yok
91228,C,133,Yok
91229,D,27,Yok
91230,A,273,Yok
91231,D,437,Yok
91232,B,124,Yok
91233,D,297,Yok
91234,C,397,Yok
91235,D,350,Yok
91236,A,214,Yok
91237,A,490,Yok
91238,A,353,Yok
91239,D,443,Yok
91240,A,271,Yok
91241,D,350,Yok
91242,D,168,Yok
91243,A,437,Yok
91244,C,117,Yok
91245,A,388,Yok
91246,B,67,Yok
91247,B,466,Yok
91248,C,43,Yok
91249,B,202,Yok
91250,C,28,Yok
91251,D,139,Yok
91252,B,221,Yok
91253,C,320,Yok
91254,A,78,Yok
91255,B,45,Yok
91256,B,474,Yok
91257,C,198,Yok
91258,D,21,Yok
91259,C,95,Yok
91260,C,369,Yok
91261,B,226,Yok
91262,C,110,Yok
91263,A,453,Yok
91264,C,39,Yok
91265,A,466,Yok
91266,A,442,Yok
91267,C,476,Yok
91268,D,312,Yok
91269,A,195,Yok
91270,A,272,Yok
91271,A,287,Yok
91272,D,386,Yok
91273,C,94,Yok
91274,D,101,Yok
91275,C,227,Yok
91276,A,112,Yok
91277,B,237,Yok
91278,A,291,Yok
91279,C,99,Yok
91280,D,496,Yok
91281,A,300,Yok
91282,A,411,Yok
91283,C,91,Yok
91284,C,329,Yok
91285,B,218,Yok
91286,A,35,Yok
91287,A,107,Yok
91288,A,444,Yok
91289,B,183,Yok
91290,B,494,Yok
91291,A,108,Yok
91292,C,402,Yok
91293,D,315,Yok
91294,A,409,Yok
91295,A,445,Yok
91296,A,222,Yok
91297,C,474,Yok
91298,B,457,Yok
91299,D,215,Yok
91300,D,70,Yok
91301,B,266,Yok
91302,A,317,Yok
91303,A,238,Yok
91304,D,306,Yok
91305,D,436,Yok
91306,A,478,Yok
91307,C,120,Yok
91308,A,333,Yok
91309,C,108,Yok
91310,A,475,Yok
91311,D,19,Yok
91312,A,166,Yok
91313,A,498,Yok
91314,B,139,Yok
91315,A,209,Yok
91316,A,324,Yok
91317,A,363,Yok
91318,D,130,Yok
91319,A,84,Yok
91320,C,211,Yok
91321,C,42,Yok
91322,A,58,Yok
91323,D,13,Yok
91324,C,125,Yok
91325,A,354,Yok
91326,A,61,Yok
91327,C,135,Yok
91328,D,64,Yok
91329,D,223,Yok
91330,C,206,Yok
91331,A,497,Yok
91332,D,135,Yok
91333,B,441,Yok
91334,A,438,Yok
91335,D,165,Yok
91336,A,326,Yok
91337,B,311,Yok
91338,C,213,Yok
91339,B,439,Yok
91340,A,461,Yok
91341,C,305,Yok
91342,B,220,Yok
91343,D,264,Yok
91344,B,226,Yok
91345,A,411,Yok
91346,D,374,Yok
91347,B,120,Yok
91348,A,233,Yok
91349,C,218,Yok
91350,B,281,Yok
91351,C,62,Yok
91352,D,411,Yok
91353,C,173,Yok
91354,A,450,Yok
91355,D,235,Yok
91356,B,43,Yok
91357,C,456,Yok
91358,D,102,Yok
91359,D,127,Yok
91360,B,313,Yok
91361,B,446,Yok
91362,B,34,Yok
91363,B,83,Yok
91364,C,200,Yok
91365,D,402,Yok
91366,B,376,Yok
91367,D,347,Yok
91368,D,32,Yok
91369,A,335,Yok
91370,A,174,Yok
91371,B,384,Yok
91372,B,136,Yok
91373,A,159,Yok
91374,D,485,Yok
91375,B,209,Yok
91376,C,212,Yok
91377,B,237,Yok
91378,B,401,Yok
91379,C,402,Yok
91380,B,419,Yok
91381,D,56,Yok
91382,C,314,Yok
91383,C,295,Yok
91384,A,309,Yok
91385,D,428,Yok
91386,A,100,Yok
91387,D,71,Yok
91388,B,125,Yok
91389,A,303,Yok
91390,B,401,Yok
91391,B,65,Yok
91392,A,259,Yok
91393,A,207,Yok
91394,B,251,Yok
91395,B,47,Yok
91396,D,27,Yok
91397,B,10,Yok
91398,C,273,Yok
91399,B,277,Yok
91400,B,458,Yok
91401,B,325,Yok
91402,A,358,Yok
91403,A,236,Yok
91404,C,410,Yok
91405,B,79,Yok
91406,D,130,Yok
91407,D,415,Yok
91408,B,184,Yok
91409,B,81,Yok
91410,B,237,Yok
91411,B,286,Yok
91412,B,14,Yok
91413,A,424,Yok
91414,C,357,Yok
91415,A,295,Yok
91416,D,127,Yok
91417,A,470,Yok
91418,A,310,Yok
91419,C,434,Yok
91420,D,166,Yok
91421,D,490,Yok
91422,B,434,Yok
91423,C,319,Yok
91424,A,275,Yok
91425,A,385,Yok
91426,A,312,Yok
91427,D,412,Yok
91428,D,370,Yok
91429,A,466,Yok
91430,D,457,Yok
91431,B,313,Yok
91432,A,328,Yok
91433,A,409,Yok
91434,B,53,Yok
91435,D,484,Yok
91436,A,496,Yok
91437,B,379,Yok
91438,C,441,Yok
91439,B,56,Yok
91440,A,432,Yok
91441,B,79,Yok
91442,D,121,Yok
91443,A,92,Yok
91444,A,168,Yok
91445,D,92,Yok
91446,D,425,Yok
91447,D,188,Yok
91448,C,498,Yok
91449,A,54,Yok
91450,A,132,Yok
91451,A,268,Yok
91452,B,223,Yok
91453,A,20,Yok
91454,A,377,Yok
91455,D,489,Yok
91456,D,141,Yok
91457,D,499,Yok
91458,A,190,Yok
91459,D,85,Yok
91460,C,136,Yok
91461,D,230,Yok
91462,C,13,Yok
91463,B,121,Yok
91464,C,204,Yok
91465,C,416,Yok
91466,B,467,Yok
91467,C,449,Yok
91468,A,410,Yok
91469,A,486,Yok
91470,D,238,Yok
91471,D,499,Yok
91472,D,405,Yok
91473,D,432,Yok
91474,A,475,Yok
91475,D,223,Yok
91476,C,348,Yok
91477,B,346,Yok
91478,C,435,Yok
91479,B,442,Yok
91480,A,371,Yok
91481,B,14,Yok
91482,D,280,Yok
91483,A,259,Yok
91484,D,456,Yok
91485,C,114,Yok
91486,C,163,Yok
91487,D,113,Yok
91488,B,417,Yok
91489,C,52,Yok
91490,B,477,Yok
91491,C,125,Yok
91492,D,478,Yok
91493,D,364,Yok
91494,C,100,Yok
91495,C,429,Yok
91496,B,467,Yok
91497,B,366,Yok
91498,B,107,Yok
91499,D,245,Yok
91500,C,419,Yok
91501,A,201,Yok
91502,B,276,Yok
91503,A,126,Yok
91504,D,413,Yok
91505,B,317,Yok
91506,B,42,Yok
91507,A,381,Yok
91508,A,15,Yok
91509,C,11,Yok
91510,A,120,Yok
91511,D,121,Yok
91512,B,338,Yok
91513,A,361,Yok
91514,D,125,Yok
91515,A,28,Yok
91516,A,98,Yok
91517,A,423,Yok
91518,C,218,Yok
91519,B,214,Yok
91520,B,162,Yok
91521,B,151,Yok
91522,C,91,Yok
91523,A,281,Yok
91524,B,401,Yok
91525,B,372,Yok
91526,A,350,Yok
91527,B,408,Yok
91528,A,330,Yok
91529,C,344,Yok
91530,B,282,Yok
91531,B,303,Yok
91532,A,99,Yok
91533,D,407,Yok
91534,C,313,Yok
91535,B,234,Yok
91536,A,179,Yok
91537,C,124,Yok
91538,A,280,Yok
91539,D,481,Yok
91540,B,286,Yok
91541,D,283,Yok
91542,B,336,Yok
91543,D,322,Yok
91544,B,219,Yok
91545,A,219,Yok
91546,C,394,Yok
91547,B,480,Yok
91548,B,208,Yok
91549,A,329,Yok
91550,D,285,Yok
91551,B,69,Yok
91552,D,392,Yok
91553,A,169,Yok
91554,B,136,Yok
91555,C,398,Yok
91556,B,437,Yok
91557,A,159,Yok
91558,D,169,Yok
91559,B,51,Yok
91560,A,464,Yok
91561,A,464,Yok
91562,A,444,Yok
91563,D,30,Yok
91564,D,181,Yok
91565,C,82,Yok
91566,C,309,Yok
91567,B,319,Yok
91568,A,387,Yok
91569,C,452,Yok
91570,D,375,Yok
91571,A,181,Yok
91572,B,324,Yok
91573,A,280,Yok
91574,C,186,Yok
91575,C,35,Yok
91576,A,337,Yok
91577,D,11,Yok
91578,A,210,Yok
91579,A,109,Yok
91580,A,219,Yok
91581,A,289,Yok
91582,A,12,Yok
91583,D,130,Yok
91584,B,438,Yok
91585,B,414,Yok
91586,C,136,Yok
91587,D,61,Yok
91588,A,276,Yok
91589,D,202,Yok
91590,B,213,Yok
91591,A,265,Yok
91592,D,53,Yok
91593,C,250,Yok
91594,B,143,Yok
91595,A,80,Yok
91596,A,205,Yok
91597,A,119,Yok
91598,A,261,Yok
91599,A,401,Yok
91600,A,288,Yok
91601,D,379,Yok
91602,C,190,Yok
91603,D,113,Yok
91604,D,71,Yok
91605,A,316,Yok
91606,A,129,Yok
91607,D,279,Yok
91608,B,192,Yok
91609,A,238,Yok
91610,A,426,Yok
91611,B,119,Yok
91612,D,142,Yok
91613,B,385,Yok
91614,A,143,Yok
91615,C,119,Yok
91616,B,438,Yok
91617,B,352,Yok
91618,A,280,Yok
91619,B,120,Yok
91620,A,235,Yok
91621,C,326,Yok
91622,C,446,Yok
91623,D,190,Yok
91624,A,322,Yok
91625,C,76,Yok
91626,A,359,Yok
91627,B,345,Yok
91628,B,279,Yok
91629,A,30,Yok
91630,A,459,Yok
91631,B,58,Yok
91632,A,285,Yok
91633,B,389,Yok
91634,D,155,Yok
91635,D,370,Yok
91636,D,61,Yok
91637,A,92,Yok
91638,B,282,Yok
91639,C,343,Yok
91640,C,278,Yok
91641,B,36,Yok
91642,B,15,Yok
91643,B,172,Yok
91644,B,236,Yok
91645,B,411,Yok
91646,C,299,Yok
91647,D,173,Yok
91648,B,415,Yok
91649,A,373,Yok
91650,D,77,Yok
91651,C,72,Yok
91652,B,251,Yok
91653,A,50,Yok
91654,C,486,Yok
91655,D,321,Yok
91656,D,297,Yok
91657,A,470,Yok
91658,B,481,Yok
91659,A,153,Yok
91660,A,330,Yok
91661,C,355,Yok
91662,A,409,Yok
91663,A,310,Yok
91664,D,313,Yok
91665,C,52,Yok
91666,B,229,Yok
91667,D,413,Yok
91668,A,41,Yok
91669,B,208,Yok
91670,C,463,Yok
91671,D,284,Yok
91672,B,401,Yok
91673,A,346,Yok
91674,A,220,Yok
91675,B,186,Yok
91676,D,156,Yok
91677,B,18,Yok
91678,A,43,Yok
91679,C,171,Yok
91680,D,363,Yok
91681,A,459,Yok
91682,A,410,Yok
91683,B,132,Yok
91684,A,250,Yok
91685,D,147,Yok
91686,B,262,Yok
91687,C,497,Yok
91688,A,461,Yok
91689,D,201,Yok
91690,D,160,Yok
91691,C,96,Yok
91692,D,338,Yok
91693,D,401,Yok
91694,C,183,Yok
91695,A,176,Yok
91696,D,411,Yok
91697,B,230,Yok
91698,D,205,Yok
91699,B,282,Yok
91700,D,175,Yok
91701,A,335,Yok
91702,D,263,Yok
91703,B,480,Yok
91704,D,401,Yok
91705,B,193,Yok
91706,C,69,Yok
91707,D,113,Yok
91708,D,188,Yok
91709,B,405,Yok
91710,B,90,Yok
91711,A,24,Yok
91712,C,141,Yok
91713,B,437,Yok
91714,A,26,Yok
91715,B,36,Yok
91716,C,376,Yok
91717,C,440,Yok
91718,C,477,Yok
91719,C,44,Yok
91720,D,422,Yok
91721,C,406,Yok
91722,C,289,Yok
91723,A,283,Yok
91724,C,236,Yok
91725,B,228,Yok
91726,B,373,Yok
91727,B,455,Yok
91728,D,151,Yok
91729,B,263,Yok
91730,C,24,Yok
91731,D,329,Yok
91732,C,34,Yok
91733,A,274,Yok
91734,C,38,Yok
91735,B,239,Yok
91736,A,476,Yok
91737,A,278,Yok
91738,A,340,Yok
91739,A,84,Yok
91740,D,345,Yok
91741,C,254,Yok
91742,A,409,Yok
91743,D,292,Yok
91744,D,143,Yok
91745,D,84,Yok
91746,C,147,Yok
91747,A,300,Yok
91748,C,122,Yok
91749,D,419,Yok
91750,D,161,Yok
91751,C,389,Yok
91752,D,192,Yok
91753,D,60,Yok
91754,B,454,Yok
91755,D,486,Yok
91756,C,147,Yok
91757,A,441,Yok
91758,A,288,Yok
91759,C,357,Yok
91760,C,308,Yok
91761,D,237,Yok
91762,C,432,Yok
91763,C,18,Yok
91764,D,219,Yok
91765,B,346,Yok
91766,B,291,Yok
91767,D,102,Yok
91768,B,31,Yok
91769,B,397,Yok
91770,D,181,Yok
91771,B,56,Yok
91772,C,410,Yok
91773,B,28,Yok
91774,B,44,Yok
91775,C,418,Yok
91776,C,462,Yok
91777,A,71,Yok
91778,D,204,Yok
91779,A,310,Yok
91780,A,477,Yok
91781,B,282,Yok
91782,C,53,Yok
91783,A,485,Yok
91784,D,478,Yok
91785,A,89,Yok
91786,B,457,Yok
91787,A,484,Yok
91788,C,74,Yok
91789,C,498,Yok
91790,D,81,Yok
91791,A,499,Yok
91792,C,153,Yok
91793,A,415,Yok
91794,A,265,Yok
91795,C,165,Yok
91796,C,484,Yok
91797,B,462,Yok
91798,B,425,Yok
91799,D,194,Yok
91800,D,405,Yok
91801,D,292,Yok
91802,A,57,Yok
91803,D,28,Yok
91804,C,439,Yok
91805,D,350,Yok
91806,A,182,Yok
91807,B,97,Yok
91808,A,53,Yok
91809,C,141,Yok
91810,D,139,Yok
91811,D,226,Yok
91812,C,27,Yok
91813,D,291,Yok
91814,B,108,Yok
91815,A,372,Yok
91816,A,461,Yok
91817,C,316,Yok
91818,B,396,Yok
91819,C,487,Yok
91820,C,16,Yok
91821,B,314,Yok
91822,C,308,Yok
91823,A,214,Yok
91824,D,481,Yok
91825,A,13,Yok
91826,D,466,Yok
91827,D,27,Yok
91828,A,416,Yok
91829,C,104,Yok
91830,B,166,Yok
91831,D,96,Yok
91832,B,262,Yok
91833,B,203,Yok
91834,D,46,Yok
91835,B,92,Yok
91836,B,133,Yok
91837,C,414,Yok
91838,B,475,Yok
91839,A,250,Yok
91840,D,104,Yok
91841,C,111,Yok
91842,A,239,Yok
91843,B,76,Yok
91844,B,184,Yok
91845,A,412,Yok
91846,A,60,Yok
91847,C,406,Yok
91848,B,467,Yok
91849,B,354,Yok
91850,B,410,Yok
91851,A,196,Yok
91852,B,20,Yok
91853,D,270,Yok
91854,D,162,Yok
91855,C,472,Yok
91856,C,441,Yok
91857,A,147,Yok
91858,D,226,Yok
91859,A,19,Yok
91860,C,407,Yok
91861,A,215,Yok
91862,A,165,Yok
91863,B,130,Yok
91864,C,299,Yok
91865,B,444,Yok
91866,C,98,Yok
91867,B,443,Yok
91868,C,42,Yok
91869,C,37,Yok
91870,D,361,Yok
91871,C,260,Yok
91872,A,422,Yok
91873,D,452,Yok
91874,B,106,Yok
91875,A,306,Yok
91876,A,398,Yok
91877,C,240,Yok
91878,C,198,Yok
91879,A,179,Yok
91880,D,150,Yok
91881,A,238,Yok
91882,A,126,Yok
91883,C,132,Yok
91884,C,423,Yok
91885,C,419,Yok
91886,B,142,Yok
91887,A,235,Yok
91888,A,335,Yok
91889,B,174,Yok
91890,A,59,Yok
91891,A,361,Yok
91892,A,264,Yok
91893,D,435,Yok
91894,B,438,Yok
91895,B,198,Yok
91896,A,27,Yok
91897,C,394,Yok
91898,A,56,Yok
91899,A,491,Yok
91900,D,220,Yok
91901,D,185,Yok
91902,C,325,Yok
91903,D,19,Yok
91904,A,75,Yok
91905,A,446,Yok
91906,D,458,Yok
91907,D,330,Yok
91908,B,39,Yok
91909,A,144,Yok
91910,C,448,Yok
91911,D,72,Yok
91912,D,200,Yok
91913,B,210,Yok
91914,B,466,Yok
91915,D,82,Yok
91916,C,459,Yok
91917,C,397,Yok
91918,D,71,Yok
91919,B,48,Yok
91920,A,234,Yok
91921,A,456,Yok
91922,B,218,Yok
91923,A,338,Yok
91924,B,166,Yok
91925,C,430,Yok
91926,A,411,Yok
91927,D,148,Yok
91928,D,467,Yok
91929,A,370,Yok
91930,D,425,Yok
91931,B,47,Yok
91932,B,54,Yok
91933,D,120,Yok
91934,A,398,Yok
91935,A,76,Yok
91936,A,468,Yok
91937,C,476,Yok
91938,A,49,Yok
91939,A,383,Yok
91940,B,416,Yok
91941,C,104,Yok
91942,B,298,Yok
91943,D,159,Yok
91944,D,375,Yok
91945,A,86,Yok
91946,C,85,Yok
91947,D,55,Yok
91948,A,373,Yok
91949,C,220,Yok
91950,D,402,Yok
91951,D,270,Yok
91952,C,382,Yok
91953,C,198,Yok
